Шифра,Назив,Подручје рада,Школа - МБ,Школа - Назив,Школа - Место,Школа - Општина,Школа - Округ,Укупно места,Трајање,Језик,Тип профила,Специјализован,Спортски,Мин. бодова 1K,Преостало места 1K
JBTESA3D22S,Бравар - заваривач,Машинство и обрада метала,08071870,"Средња школа ""Лукијан Мушицки""",Темерин,Темерин,Јужнобачки управни округ,15,3,Српски,Редовнo,НЕ,НЕ,43.55,8
JBTESA3D20M,Аутомеханичар,Машинство и обрада метала,08071870,"Средња школа ""Лукијан Мушицки""",Темерин,Темерин,Јужнобачки управни округ,30,3,Мађарски,Редовнo,НЕ,НЕ,37.87,22
JBTESA3D50S,Оператер машинске обраде резањем,Машинство и обрада метала,08071870,"Средња школа ""Лукијан Мушицки""",Темерин,Темерин,Јужнобачки управни округ,15,3,Српски,Редовнo,НЕ,НЕ,52.45,8
JBTESA3P13S,Фризер,Остала делатност личних услуга,08071870,"Средња школа ""Лукијан Мушицки""",Темерин,Темерин,Јужнобачки управни округ,30,3,Српски,Редовнo,НЕ,НЕ,43.91,17
JBTESA3B20S,Оператер за израду намештајa,Шумарство и обрада дрвета,08071870,"Средња школа ""Лукијан Мушицки""",Темерин,Темерин,Јужнобачки управни округ,30,3,Српски,Редовнo,НЕ,НЕ,45.5,23
JBTISA4L01S,Економски техничар,"Економија, право и администрација",08050490,"Средња техничка школа ""Милева Марић""  ",Тител,Тител,Јужнобачки управни округ,30,4,Српски,Редовнo,НЕ,НЕ,54.76,21
JBTISA3D22S,Бравар - заваривач,Машинство и обрада метала,08050490,"Средња техничка школа ""Милева Марић""  ",Тител,Тител,Јужнобачки управни округ,15,3,Српски,Редовнo,НЕ,НЕ,50.8,14
JBTISA3K07S,Конобар,"Трговина, угоститељство и туризам",08050490,"Средња техничка школа ""Милева Марић""  ",Тител,Тител,Јужнобачки управни округ,15,3,Српски,Редовнo,НЕ,НЕ,44.27,11
JBTISA3K08S,Кувар,"Трговина, угоститељство и туризам",08050490,"Средња техничка школа ""Милева Марић""  ",Тител,Тител,Јужнобачки управни округ,15,3,Српски,Редовнo,НЕ,НЕ,42.38,2
JBTISA4K16S,Туристички техничар,"Трговина, угоститељство и туризам",08050490,"Средња техничка школа ""Милева Марић""  ",Тител,Тител,Јужнобачки управни округ,30,4,Српски,Редовнo,НЕ,НЕ,51.39,14
KOVASB4L05S,Правно - пословни техничар,"Економија, право и администрација",07096887,"Економска школа ""Ваљево""",Ваљево,Ваљево,Колубарски управни округ,30,4,Српски,Редовнo,НЕ,НЕ,50.13,3
KOVASB4L15S,Службеник у банкарству и осигурању,"Економија, право и администрација",07096887,"Економска школа ""Ваљево""",Ваљево,Ваљево,Колубарски управни округ,30,4,Српски,Редовнo,НЕ,НЕ,50.42,7
KOVASB3K13S,Посластичар,"Трговина, угоститељство и туризам",07096887,"Економска школа ""Ваљево""",Ваљево,Ваљево,Колубарски управни округ,15,3,Српски,Редовнo,НЕ,НЕ,41.46,7
KOVASB3K06S,Трговац,"Трговина, угоститељство и туризам",07096887,"Економска школа ""Ваљево""",Ваљево,Ваљево,Колубарски управни округ,15,3,Српски,Редовнo,НЕ,НЕ,40.67,1
KOVASE4A03S,Пољопривредни техничар,"Пољопривреда, производња и прерада хране",07096933,"Пољопривредна школа са домом ученика ""Ваљево""",Ваљево,Ваљево,Колубарски управни округ,60,4,Српски,Редовнo,НЕ,НЕ,50.72,40
KOVASE4A10S,Прехрамбени техничар,"Пољопривреда, производња и прерада хране",07096933,"Пољопривредна школа са домом ученика ""Ваљево""",Ваљево,Ваљево,Колубарски управни округ,30,4,Српски,Редовнo,НЕ,НЕ,52.44,9
KOVASE4A05S,Техничар хортикултуре,"Пољопривреда, производња и прерада хране",07096933,"Пољопривредна школа са домом ученика ""Ваљево""",Ваљево,Ваљево,Колубарски управни округ,30,4,Српски,Редовнo,НЕ,НЕ,50.82,2
KOLASA3D22S,Бравар - заваривач,Машинство и обрада метала,07283911,"Средња школа ""17. септембар""",Лајковац (Варош),Лајковац,Колубарски управни округ,30,3,Српски,Редовнo,НЕ,НЕ,35.83,5
KOLJMA4R03S,Општи тип,Гимназија,07099355,"Средња  школа  ""Хиљаду  триста  каплара""",Љиг,Љиг,Колубарски управни округ,30,4,Српски,Редовнo,НЕ,НЕ,65.23,13
KOLJMA4L01S,Економски техничар,"Економија, право и администрација",07099355,"Средња  школа  ""Хиљаду  триста  каплара""",Љиг,Љиг,Колубарски управни округ,30,4,Српски,Редовнo,НЕ,НЕ,52.84,15
KOLJMA3D22S,Бравар - заваривач,Машинство и обрада метала,07099355,"Средња  школа  ""Хиљаду  триста  каплара""",Љиг,Љиг,Колубарски управни округ,30,3,Српски,Редовнo,НЕ,НЕ,40.75,10
